,Phase,Formula,SG,Entry,Property,Units,Value
406,5844,Nd5Bi3,193,P20007013-6,energy gap,eV,4.3
407,5845,NdBi,225,P20007014-4,energy gap,eV,1.2
408,5847,Tm5Bi3,62,P20007015-6,energy gap,eV,3.8
409,5848,TmBi,225,P20007016-4,energy gap,eV,4.0
410,5850,B2S3,14,P20007017-5,energy gap,eV,4.5
411,5853,Ca2Ge,62,P20007019-5,energy gap,eV,4.2
412,5854,Ca5Ge3,140,P20007020-5,energy gap,eV,4.5
413,5855,Ca7Ge6,62,P20007021-6,energy gap,eV,4.0
414,5856,CaGe,63,P20007022-5,energy gap,eV,3.5
415,5858,CaMg2,194,P20007024-6,energy gap,eV,4.7
416,5859,Ca2Ni7,166,P20007025-6,energy gap,eV,1.4
417,5862,CaNi5,191,P20007028-4,energy gap,eV,3.7
418,5864,Ca11Sb10,139,P20007029-4,energy gap,eV,4.2
419,5865,Ca2Sb,139,P20007030-6,energy gap,eV,4.5
420,5866,Ca5Sb3,193,P20007031-6,energy gap,eV,4.6
421,5867,CaSb2,11,P20007032-6,energy gap,eV,4.5
422,5869,Cd3Sc,194,P20007033-6,energy gap,eV,3.2
423,5870,Cd7Sc,63,P20007034-6,energy gap,eV,2.7
424,5876,Ce2Sb,139,P20007038-6,energy gap,eV,3.7
425,5877,Ce4Sb3,220,P20007039-6,energy gap,eV,4.3
426,5878,CeSb2,64,P20007041-5,energy gap,eV,4.6
427,5879,CeSb,225,P20007040-2,energy gap,eV,1.5
428,5880,Ce3Si2,127,P20003064-5,energy gap,eV,4.2
429,5883,CeSi,62,P20003074-5,energy gap,eV,3.8
430,5886,Y0.03Ce0.97,225,P20007042-6,energy gap,eV,4.4
431,5887,Y0.4Ce0.6,194,P20007043-6,energy gap,eV,4.4
432,5888,Y0.9Ce0.1,194,P20007044-5,energy gap,eV,4.5
433,5892,Eu5Cl11,11,P20007045-6,energy gap,eV,5.7
434,5893,EuCl2,225,P20003134-5,energy gap,eV,5.9
435,5895,EuCl3,176,P20007046-5,energy gap,eV,6.9
436,5903,GdCo5,191,P20007054-6,energy gap,eV,3.9
437,5912,CoO,139,P20007062-6,energy gap,eV,3.9
438,5923,Co3Sn2,62,P20002701-6,energy gap,eV,3.0
439,5925,CoSn,191,P20002628-5,energy gap,eV,3.9
440,5926,CoSn2,140,P20003227-5,energy gap,eV,3.3
441,5936,Cs2Te3,36,P20007082-6,energy gap,eV,5.4
442,5938,Cs4.75Te2.88,12,P20007083-6,energy gap,eV,5.1
443,5939,CsTe,55,P20007084-6,energy gap,eV,5.3
444,5944,Cu1.85Se,225,P20007089-4,energy gap,eV,4.0
445,5952,Cu1.43Te,59,P20007096-6,energy gap,eV,3.8
446,5956,CuTe,59,P20007098-6,energy gap,eV,5.1
447,5957,Cu1.81Te,156,P20007099-6,energy gap,eV,3.6
448,5962,Y3C4,128,P20007101-6,energy gap,eV,4.2
449,5963,Y4C5,55,P20007102-6,energy gap,eV,4.2
450,5964,YC2,139,P20007103-4,energy gap,eV,4.4
451,5967,Eu3Pd2,148,P20007106-5,energy gap,eV,3.8
452,5982,FeP,62,P20003593-5,energy gap,eV,2.9
453,5984,FeP4,14,P20007122-6,energy gap,eV,3.6
454,5995,Sr5Ge3,140,P20007132-6,energy gap,eV,3.3
455,5996,SrGe,63,P20007133-5,energy gap,eV,4.6
456,5998,SrGe2,62,P20007135-5,energy gap,eV,3.5
457,6001,Yb3Ge5,189,P20007138-5,energy gap,eV,4.2
458,6003,Yb5Ge3,193,P20007140-6,energy gap,eV,3.7
459,6011,Tl0.95Hg0.05,194,P20007144-6,energy gap,eV,4.0
460,6012,Ho2Si2.5,63,P20007146-6,energy gap,eV,3.4
461,6018,HoSi2,74,P20007152-6,energy gap,eV,2.8
462,6020,TiH,131,P20007153-6,energy gap,eV,4.1
463,6022,IrIn2,70,P20007156-5,energy gap,eV,3.7
464,6023,IrIn3,136,P20007157-6,energy gap,eV,3.1
465,6024,IrIn3,62,P20007158-6,energy gap,eV,3.5
466,6025,Pd2In3,164,P20007159-6,energy gap,eV,3.3
467,6026,PdIn,221,P20007161-6,energy gap,eV,3.0
468,6027,Sc1.1In0.9,221,P20007162-6,energy gap,eV,4.0
469,6028,Sc2In,194,P20007163-5,energy gap,eV,4.1
470,6029,Sc3.02In0.98,194,P20007164-5,energy gap,eV,4.0
471,6030,ScIn,123,P20007165-6,energy gap,eV,4.8
472,6031,ScIn2,65,P20007166-6,energy gap,eV,3.9
473,6034,Ti2In5,127,P20007169-5,energy gap,eV,3.2
474,6039,La3Si2,127,P20007172-5,energy gap,eV,4.2
475,6040,La5Si3,140,P20007173-6,energy gap,eV,4.2
476,6044,LaSi,62,P20007175-4,energy gap,eV,3.8
477,6047,Mg2Ni,180,P20004030-6,energy gap,eV,4.1
478,6048,MgNi2,194,P20004025-5,energy gap,eV,3.6
479,6058,NbNi3,59,P20002338-4,energy gap,eV,3.3
480,6063,Nd4Sb3,220,P20003572-5,energy gap,eV,3.6
481,6064,Nd5Sb3,193,P20003573-4,energy gap,eV,4.2
482,6066,NdSb,225,P20003578-4,energy gap,eV,4.7
483,6070,Ni3S2,155,P20002721-3,energy gap,eV,3.3
484,6086,Ni3Sn,225,P20007200-6,energy gap,eV,2.9
485,6094,TbNi5,191,P20007209-5,energy gap,eV,3.2
486,6103,Y3Ni,62,P20007215-6,energy gap,eV,4.5
487,6104,Y3Ni2,92,P20007216-6,energy gap,eV,3.9
488,6106,YNi3,166,P20007218-5,energy gap,eV,3.3
489,6108,YNi5,191,P20007219-4,energy gap,eV,3.3
490,6124,U13O34,38,P20007232-6,energy gap,eV,5.1
491,6125,U2O5,62,P20004268-6,energy gap,eV,4.6
492,6126,U3O7,86,P20007233-6,energy gap,eV,3.5
493,6128,U4O9,1,P20004269-5,energy gap,eV,3.9
494,6136,PbS,225,P20125314-6,energy gap,eV,4.8
495,6137,Sc5Pb3,193,P20007238-5,energy gap,eV,3.9
496,6138,Sc6Pb5,72,P20007239-6,energy gap,eV,3.4
497,6150,Ti4P3,220,P20007251-6,energy gap,eV,3.3
498,6152,Ti5P3,62,P20007253-6,energy gap,eV,4.2
499,6154,TiP2,62,P20007255-6,energy gap,eV,4.3
500,6158,PtSn,194,P20007259-5,energy gap,eV,3.2
501,6159,PtSn2,225,P20007260-6,energy gap,eV,3.5
502,6170,Sc57Rh13,200,P20007271-5,energy gap,eV,5.0
503,6171,Sc1.03Rh0.97,221,P20007272-5,energy gap,eV,3.9
504,6173,Ru2Sn3,116,P20007281-6,energy gap,eV,2.7
505,6177,Y3Ru2,176,P20007285-6,energy gap,eV,4.0
506,6178,Y44Ru25,52,P20007286-6,energy gap,eV,4.4
507,6179,Y5Ru2,15,P20007287-6,energy gap,eV,4.5
508,6180,YRu2,194,P20007288-4,energy gap,eV,3.7
509,6181,Yb11Sb10,139,P20007289-5,energy gap,eV,4.2
510,6182,Yb4Sb3,220,P20007290-5,energy gap,eV,3.7
511,6183,Yb5Sb3,62,P20007291-6,energy gap,eV,3.9
512,6184,Yb5Sb3,193,P20007292-6,energy gap,eV,3.8
513,6187,Sc5Sn3,193,P20007295-5,energy gap,eV,4.1
514,6188,Sc6Sn5,72,P20007296-6,energy gap,eV,4.2
515,6189,ScSn,221,P20007297-6,energy gap,eV,4.2
516,6190,ScSn2,141,P20007298-6,energy gap,eV,5.2
517,6192,Sr5Si3,140,P20007300-6,energy gap,eV,3.4
518,6195,SrSi2,213,P20002408-3,energy gap,eV,3.5
519,6196,Tb5Si3,193,P20007302-4,energy gap,eV,4.0
520,6199,TbSi2,74,P20007306-6,energy gap,eV,3.1
521,6201,Yb3Si5,189,P20007307-5,energy gap,eV,3.3
522,6202,Yb5Si3,193,P20007308-6,energy gap,eV,4.0
523,6205,YbSi1.375,44,P20007311-6,energy gap,eV,4.0
524,6208,Sr2Sn,62,P20007314-6,energy gap,eV,4.2
525,6209,Sr3Sn5,63,P20007315-6,energy gap,eV,4.5
526,6210,Sr5Sn3,140,P20007316-6,energy gap,eV,2.9
527,6211,SrSn3,166,P20007318-6,energy gap,eV,1.1
528,6213,SrSn,63,P20007317-6,energy gap,eV,3.9
529,6216,U5Sn4,193,P20007321-5,energy gap,eV,4.2
530,6218,USn2,65,P20007323-6,energy gap,eV,4.9
531,6219,USn3,221,P20007324-5,energy gap,eV,3.5
532,6220,SiS2,72,P20007325-5,energy gap,eV,5.2
533,6221,Sm10S19,86,P20007326-6,energy gap,eV,4.3
534,6223,Zn11Y3,71,P20002416-6,energy gap,eV,4.1
535,6225,Zn17Y2,194,P20002418-6,energy gap,eV,2.9
536,6226,Zn3Y,62,P20002420-6,energy gap,eV,2.9
537,6228,Zn5Y,191,P20004045-6,energy gap,eV,3.4
538,6232,Zn38.92Zr5,12,P20007330-5,energy gap,eV,2.7
539,6234,Zn2Zr3,136,P20007331-6,energy gap,eV,3.2
540,6238,V3Co,223,P20007333-5,energy gap,eV,3.7
541,6243,Cu31S16,14,P20007337-5,energy gap,eV,3.7
542,6246,V11Ge8,62,P20007340-5,energy gap,eV,3.1
543,6247,V5Ge3,140,P20007343-5,energy gap,eV,3.7
544,6250,Zn6.47Sb5,167,P20007345-4,energy gap,eV,4.2
545,6252,Sr3Ag2,148,P20007347-5,energy gap,eV,4.0
546,6255,SrAg,62,P20007348-5,energy gap,eV,4.2
547,6257,Al0.95Ga0.05,225,P20007352-6,energy gap,eV,3.4
548,6258,Al0.98Ge0.02,225,P20007353-5,energy gap,eV,3.4
549,6261,La3Al,221,P20007355-5,energy gap,eV,4.5
550,6262,LaAl,63,P20007357-6,energy gap,eV,3.7
551,6265,Mn0.01Al0.99,225,P20007360-6,energy gap,eV,3.3
552,6268,MnAl12,204,P20007363-5,energy gap,eV,3.6
553,6269,MnAl6,63,P20002274-5,energy gap,eV,3.3
554,6276,Ru2Al3,164,P20007369-6,energy gap,eV,3.3
555,6284,Cd1.5As,225,P20002429-6,energy gap,eV,2.9
556,6289,Be17Ti2,166,P20007381-5,energy gap,eV,4.6
557,6290,Be12V,139,P20007382-6,energy gap,eV,4.6
558,6291,Be2V,194,P20007383-6,energy gap,eV,4.4
559,6293,LiBi,123,P20007385-6,energy gap,eV,4.5
560,6296,BiSe,164,P20007386-6,energy gap,eV,5.3
561,6297,Bi0.9Te0.1,166,P20007387-6,energy gap,eV,1.5
562,6299,Bi0.1Te0.9,152,P20007388-6,energy gap,eV,6.0
563,6300,Yb11Bi10,139,P20007389-6,energy gap,eV,3.7
564,6301,Yb4Bi3,220,P20007390-5,energy gap,eV,3.8
565,6302,Yb5Bi3,193,P20007391-6,energy gap,eV,4.1
566,6308,Ce11O20,2,P20007396-6,energy gap,eV,4.9
567,6310,Ce2O3,206,P20007398-4,energy gap,eV,4.8
568,6312,Ce7O12,148,P20007399-6,energy gap,eV,4.2
569,6323,Y6Co4.5,176,P20007405-6,energy gap,eV,3.7
570,6324,Y8Co5,14,P20007406-6,energy gap,eV,4.5
571,6325,YCo,63,P20007407-6,energy gap,eV,3.9
572,6328,YCo5,191,P20007410-5,energy gap,eV,3.9
573,6330,Cr2N,162,P20007412-3,energy gap,eV,2.9
574,6332,Cr5Si3,140,P20007415-6,energy gap,eV,3.5
575,6338,Cu51Hf14,175,P20007419-5,energy gap,eV,2.9
576,6339,Cu8Hf3,62,P20007420-6,energy gap,eV,2.7
577,6343,V8C7,213,P20007424-4,energy gap,eV,3.8
578,6345,VC0.67,166,P20007425-6,energy gap,eV,2.9
579,6346,VC,225,P20002636-4,energy gap,eV,3.6
580,6348,W2C,60,P20002275-4,energy gap,eV,3.3
581,6352,V2D,12,P20007428-6,energy gap,eV,3.8
582,6354,VD0.75,21,P20007430-6,energy gap,eV,4.4
583,6356,Mg0.965Dy0.035,194,P20007432-5,energy gap,eV,4.7
584,6357,Mg24Dy5,217,P20007433-6,energy gap,eV,4.3
585,6362,Zn17Er2,194,P20007438-6,energy gap,eV,2.7
586,6364,Zn3Er,62,P20007440-6,energy gap,eV,3.0
587,6366,Zn5Er,191,P20007442-6,energy gap,eV,3.1
588,6378,Pt2Ga3,164,P20007452-6,energy gap,eV,3.4
589,6382,Pt5Ga3,65,P20007455-6,energy gap,eV,2.9
590,6394,Zn17Ho2,194,P20007465-6,energy gap,eV,2.7
591,6396,Zn3Ho,62,P20007467-6,energy gap,eV,2.4
592,6398,Zn5Ho,194,P20007469-6,energy gap,eV,2.8
593,6400,ZrH1.6,225,P20007471-3,energy gap,eV,4.1
594,6427,ZrIr,63,P20007484-6,energy gap,eV,3.9
595,6428,La3Pt2,148,P20007487-6,energy gap,eV,3.7
596,6429,La3Pt4,148,P20007488-4,energy gap,eV,3.8
597,6430,La7Pt3,186,P20007489-6,energy gap,eV,3.7
598,6431,LaPt,63,P20007490-5,energy gap,eV,3.2
599,6433,LaPt5,191,P20007492-5,energy gap,eV,3.2
600,6440,Sr2Mg17,194,P20007497-6,energy gap,eV,4.7
601,6441,Sr6Mg23,225,P20007498-6,energy gap,eV,4.7
602,6442,SrMg4,194,P20007499-6,energy gap,eV,4.6
603,6443,SrMg2,194,P20007500-6,energy gap,eV,4.7
604,6444,Mg24Tb5,217,P20007502-6,energy gap,eV,4.3
605,6445,Mg2Tb,194,P20007503-6,energy gap,eV,4.7
606,6447,MgTb,221,P20007505-5,energy gap,eV,4.4
607,6449,Mg0.995Yb0.005,194,P20007506-5,energy gap,eV,4.7
608,6450,Mg2Yb,194,P20007508-6,energy gap,eV,4.5
609,6452,Nb3Sb,223,P20007509-3,energy gap,eV,3.4
610,6453,Nb5Sb4,87,P20007510-5,energy gap,eV,4.0
611,6456,Zn11Nd3,71,P20007514-6,energy gap,eV,3.5
612,6458,Zn22Nd3,141,P20007516-6,energy gap,eV,2.3
613,6460,Zn3Nd,62,P20007518-6,energy gap,eV,3.3
614,6464,Ni3S4,227,P20007521-5,energy gap,eV,3.9
615,6472,TiNi,143,P20007524-6,energy gap,eV,3.7
616,6474,Pb2O3,26,P20007526-6,energy gap,eV,5.3
617,6476,Pb3O4,135,P20007527-4,energy gap,eV,5.0
618,6480,Pr11O20,2,P20007528-6,energy gap,eV,4.1
619,6482,Pr2O3,206,P20007529-5,energy gap,eV,5.0
620,6484,Pr6O11,14,P20007531-5,energy gap,eV,4.6
621,6489,W10O28.95,10,P20007534-5,energy gap,eV,4.1
622,6491,WO2,14,P20003601-5,energy gap,eV,4.2
623,6496,Pd3S,40,P20004157-6,energy gap,eV,3.0
624,6497,Pd4S,114,P20004152-6,energy gap,eV,3.2
625,6500,Pd2Si,189,P20007539-4,energy gap,eV,3.3
626,6503,Pd9Si2,62,P20007542-6,energy gap,eV,3.3
627,6504,PdSi,62,P20007543-6,energy gap,eV,2.8
628,6514,Pd20Te7,148,P20007553-6,energy gap,eV,3.9
629,6515,Pd3Te2,63,P20007554-6,energy gap,eV,4.4
630,6520,Pr3Pt4,148,P20007558-6,energy gap,eV,3.7
631,6529,TiRh,123,P20007565-5,energy gap,eV,3.8
632,6541,Sc5Si3,193,P20007573-5,energy gap,eV,4.0
633,6542,Sc5Si4,62,P20007574-6,energy gap,eV,4.9
634,6543,ScSi,63,P20007575-6,energy gap,eV,3.5
635,6547,SnSe,63,P20002742-6,energy gap,eV,4.7
636,6549,Zr3Si,86,P20007579-6,energy gap,eV,3.6
637,6550,Zr3Si2,127,P20007580-6,energy gap,eV,3.5
638,6551,Zr5Si3,193,P20007581-6,energy gap,eV,3.5
639,6554,Zn11Tb3,71,P20007584-6,energy gap,eV,3.4
640,6558,Zn3Tb,62,P20007588-6,energy gap,eV,3.2
641,6562,Ag0.5Cd0.5,194,P20002100-5,energy gap,eV,2.6
642,6565,Mg25.04Ag7.96,202,P20007592-6,energy gap,eV,4.3
643,6572,AlBr3,14,P20007598-5,energy gap,eV,5.2
644,6573,Ce3Al,221,P20007599-5,energy gap,eV,4.8
645,6577,Fe5Al8,217,P20000048-6,energy gap,eV,2.7
646,6579,GdAl,63,P20007603-6,energy gap,eV,3.6
647,6580,Li9Al4,12,P20007604-5,energy gap,eV,4.0
648,6581,Li3Al2,166,P20007605-5,energy gap,eV,4.3
649,6583,Mo0.01Al0.99,225,P20007607-6,energy gap,eV,3.4
650,6584,Mo3Al,223,P20002254-6,energy gap,eV,3.3
651,6585,Mo3Al8,12,P20002256-5,energy gap,eV,3.0
652,6586,Mo4Al17,5,P20007608-6,energy gap,eV,3.7
653,6587,MoAl12,204,P20007609-5,energy gap,eV,3.5
654,6588,MoAl5,167,P20007610-6,energy gap,eV,3.0
655,6590,MoAl3,12,P20002257-6,energy gap,eV,3.2
656,6599,Al2S3,169,P20075974-6,energy gap,eV,4.7
657,6600,Al0.977Sn0.023,225,P20007618-6,energy gap,eV,3.4
658,6602,TiAl3,139,P20007620-6,energy gap,eV,3.3
659,6603,W0.032Al0.968,225,P20007621-6,energy gap,eV,3.3
660,6604,WAl12,204,P20007622-6,energy gap,eV,3.5
661,6613,ZnAs2,14,P20002470-4,energy gap,eV,4.1
662,6615,Mg0.8Au3.2,139,P20007631-6,energy gap,eV,3.3
663,6618,MgAu3,63,P20007634-6,energy gap,eV,3.5
664,6624,AuSn,194,P20007639-5,energy gap,eV,3.1
665,6624,Au0.91Sn0.09,194,P20008626-6,energy gap,eV,2.8
666,6625,AuSn2,61,P20002477-6,energy gap,eV,3.1
667,6636,Li44Ba19,122,P20007648-6,energy gap,eV,3.1
668,6638,Ba4P3,55,P20007650-6,energy gap,eV,4.1
669,6639,Ba5P4,64,P20007651-6,energy gap,eV,4.2
670,6640,Ba5P4,62,P20007652-6,energy gap,eV,4.1
671,6641,Ba5P9,43,P20007653-6,energy gap,eV,4.8
672,6642,BaP2,14,P20007654-6,energy gap,eV,4.0
673,6645,BaPd5,191,P20007657-6,energy gap,eV,3.6
674,6646,BaPt2,227,P20007658-6,energy gap,eV,3.7
675,6647,BaPt5,191,P20007659-6,energy gap,eV,3.6
676,6651,BeCu,221,P20007663-6,energy gap,eV,4.2
677,6652,Be2Mo,194,P20007664-6,energy gap,eV,4.5
678,6653,Gd2B5,14,P20007665-6,energy gap,eV,3.0
679,6654,GdB2,191,P20007666-6,energy gap,eV,3.6
680,6657,HfB2,191,P20007669-4,energy gap,eV,3.1
681,6658,Pb0.0039Bi0.9961,166,P20007670-6,energy gap,eV,5.1
682,6662,RhBi2,2,P20007674-5,energy gap,eV,3.7
683,6663,RhBi2,14,P20007675-6,energy gap,eV,3.6
684,6665,Bi2Te,164,P20007677-5,energy gap,eV,5.6
685,6666,BiTe,164,P20007678-5,energy gap,eV,5.4
686,6668,Ti8Bi9,129,P20007681-6,energy gap,eV,3.4
687,6670,TiBi2,70,P20087691-6,energy gap,eV,3.1
688,6671,LaB4,127,P20007682-6,energy gap,eV,3.0
689,6672,LaB6,221,P20007683-3,energy gap,eV,3.1
690,6673,Mo3B2,127,P20007684-6,energy gap,eV,3.3
691,6678,Mo0.9B3,194,P20007687-6,energy gap,eV,2.6
692,6680,Nb3B2,127,P20002797-6,energy gap,eV,3.6
693,6681,Nb3B4,71,P20002799-6,energy gap,eV,3.2
694,6682,NbB,63,P20002798-5,energy gap,eV,3.5
695,6686,TeBr4,15,P20002908-5,energy gap,eV,5.9
696,6689,Si0.99B0.01,227,P20007692-6,energy gap,eV,4.2
697,6694,Ta3B2,127,P20007697-6,energy gap,eV,3.7
698,6695,Ta3B4,71,P20007698-6,energy gap,eV,3.1
699,6701,V0.63B104.46,166,P20007702-6,energy gap,eV,3.0
700,6702,V3B2,127,P20002770-6,energy gap,eV,3.6
701,6705,VB2,191,P20002635-5,energy gap,eV,3.0
702,6707,W2B,140,P20007704-5,energy gap,eV,3.2
703,6715,ZrB2,191,P20007711-3,energy gap,eV,3.3
704,6717,[CCl4],15,P20007713-6,energy gap,eV,5.8
705,6718,[Cl2],138,P20007712-5,energy gap,eV,6.1
706,6719,Cr3C2,62,P20003029-5,energy gap,eV,3.6
707,6721,Cd0.0125Pb0.9875,225,P20007714-6,energy gap,eV,4.7
708,6727,Ce2In,194,P20007720-6,energy gap,eV,4.4
709,6728,Ce3In5,63,P20007722-6,energy gap,eV,4.5
710,6730,CeIn2,74,P20007723-6,energy gap,eV,4.5
711,6731,Mg0.06Ce0.94,225,P20007724-5,energy gap,eV,4.6
712,6732,Mg2Ce,227,P20007725-6,energy gap,eV,3.8
713,6733,Mg3Ce,225,P20007726-5,energy gap,eV,4.6
714,6734,Mg41Ce5,87,P20007727-6,energy gap,eV,4.6
715,6735,MgCe,221,P20007728-5,energy gap,eV,4.5
716,6736,CeN,225,P20007729-4,energy gap,eV,4.3
717,6739,CeNi,63,P20007732-5,energy gap,eV,3.8
718,6741,CeNi3,194,P20007734-6,energy gap,eV,3.6
719,6744,Zn11Ce3,71,P20007737-6,energy gap,eV,3.2
720,6746,Zn22Ce3,141,P20007739-6,energy gap,eV,2.4
721,6747,Zn2Ce,74,P20007740-6,energy gap,eV,4.3
722,6748,Zn3Ce,63,P20007741-6,energy gap,eV,3.3
723,6750,Zn5Ce,191,P20007743-6,energy gap,eV,3.4
724,6751,ZnCe,221,P20007744-5,energy gap,eV,3.8
725,6754,ClF3,14,P20007746-5,energy gap,eV,6.2
726,6755,ClF3,62,P20007747-5,energy gap,eV,6.2
727,6761,InCl3,12,P20007753-5,energy gap,eV,5.7
728,6766,MoCl4,12,P20007757-6,energy gap,eV,6.0
729,6768,MoCl5,2,P20007759-6,energy gap,eV,5.4
730,6770,ClO2,61,P20007760-5,energy gap,eV,5.2
731,6771,ReCl3,166,P20007761-6,energy gap,eV,6.0
732,6772,ReCl4,12,P20007762-6,energy gap,eV,5.7
733,6773,ReCl5,14,P20007763-5,energy gap,eV,6.0
734,6774,SCl2,19,P20007765-5,energy gap,eV,5.6
735,6775,SCl4,218,P20007766-6,energy gap,eV,5.6
736,6779,SnCl2,62,P20003177-5,energy gap,eV,6.3
737,6780,Te3Cl2,14,P20007769-6,energy gap,eV,6.2
738,6781,TeCl4,15,P20007770-5,energy gap,eV,5.9
739,6783,Tl2Cl3,62,P20007771-6,energy gap,eV,5.9
740,6785,TlCl2,88,P20007772-6,energy gap,eV,5.7
741,6786,TlCl3,12,P20007773-6,energy gap,eV,5.6
742,6787,WCl5,12,P20007774-5,energy gap,eV,5.8
743,6788,WCl6,164,P20007775-5,energy gap,eV,6.1
744,6790,WCl4,12,P20007777-6,energy gap,eV,5.5
745,6792,YbCl3,12,P20002150-5,energy gap,eV,6.4
746,6798,NbC0.5,194,P20007784-5,energy gap,eV,3.0
747,6801,CoGe,12,P20003260-4,energy gap,eV,2.7
748,6811,NdCo2,227,P20003304-4,energy gap,eV,4.1
749,6813,NdCo5,191,P20003306-6,energy gap,eV,3.7
750,6815,Nd5Co2,15,P20007792-6,energy gap,eV,4.3
751,6821,Pr5Co2,15,P20007797-6,energy gap,eV,4.1
752,6824,PrCo5,191,P20007800-4,energy gap,eV,3.8
753,6825,CoS,194,P20007801-5,energy gap,eV,3.4
754,6828,Co9S8,225,P20007804-5,energy gap,eV,4.1
755,6829,CoS2,205,P20007805-5,energy gap,eV,4.1
756,6830,CoSb,194,P20003247-5,energy gap,eV,2.8
757,6831,CoSb2,14,P20007806-6,energy gap,eV,3.9
758,6843,Cr5.26S8,12,P20007815-6,energy gap,eV,3.7
759,6845,CrS,194,P20007817-5,energy gap,eV,4.0
760,6846,CrS,15,P20007818-5,energy gap,eV,4.0
761,6853,Cs0.5K0.5,229,P20007824-6,energy gap,eV,4.5
762,6854,Cs,229,P20003389-4,energy gap,eV,4.4
763,6855,Cs11O3,14,P20007825-6,energy gap,eV,4.5
764,6856,Cs3O,193,P20007826-6,energy gap,eV,6.2
765,6857,Cs4O,33,P20007827-6,energy gap,eV,6.0
766,6858,Cs7O,187,P20007828-5,energy gap,eV,3.9
767,6859,Cs0.5Rb0.5,229,P20007829-6,energy gap,eV,4.4
768,6867,UC2,139,P20003394-5,energy gap,eV,4.2
769,6881,Cu10Sn3,176,P20007845-6,energy gap,eV,2.9
770,6886,Cu6Sn5,15,P20000019-6,energy gap,eV,3.4
771,6889,Cu3Ti2,129,P20003425-6,energy gap,eV,2.0
772,6894,NbD0.95,66,P20007849-5,energy gap,eV,4.1
773,6896,TaH0.8,21,P20007851-6,energy gap,eV,4.3
774,6897,Dy4Sb3,220,P20007852-6,energy gap,eV,3.7
775,6899,DySb2,21,P20007855-6,energy gap,eV,4.2
776,6900,DySb,225,P20007854-3,energy gap,eV,4.6
777,6902,Er3Pt,62,P20007857-6,energy gap,eV,3.7
778,6904,ErPt,62,P20007859-6,energy gap,eV,3.6
779,6915,Eu3Ge5,63,P20007862-4,energy gap,eV,4.0
780,6917,EuGe2,164,P20007864-5,energy gap,eV,3.5
781,6933,Fe3S4,227,P20007879-5,energy gap,eV,3.5
782,6934,Fe7S8,15,P20007880-5,energy gap,eV,3.2
783,6941,Fe3Si,225,P20007886-5,energy gap,eV,3.2
784,6944,FeSi2,123,P20007887-3,energy gap,eV,2.9
785,6946,Fe1.27Sn,194,P20007889-5,energy gap,eV,3.0
786,6951,FeSn2,140,P20007893-4,energy gap,eV,3.5
787,6961,UF3,185,P20002564-5,energy gap,eV,4.9
788,6962,UF4,15,P20003668-5,energy gap,eV,5.3
789,6963,XeF2,139,P20007897-5,energy gap,eV,6.5
790,6967,XeF4,14,P20007901-5,energy gap,eV,6.4
791,6970,YbF1.91,225,P20007902-5,energy gap,eV,4.4
792,6971,YbF3,165,P20002570-5,energy gap,eV,5.6
793,6972,YbF3,62,P20002571-6,energy gap,eV,5.8
794,6973,Ga0.0125Ge0.9875,227,P20007903-6,energy gap,eV,4.1
795,6974,K3Ga13,63,P20007904-6,energy gap,eV,4.3
796,6975,KGa3,119,P20007905-6,energy gap,eV,3.7
797,6978,NaGa4,139,P20007907-6,energy gap,eV,4.2
798,6982,U2.67Ga5.33,63,P20007910-6,energy gap,eV,3.5
799,6987,V6Ga5,194,P20007913-6,energy gap,eV,3.6
800,6989,GdH3,194,P20007915-5,energy gap,eV,4.6
801,6992,Mg46Gd9,216,P20007918-6,energy gap,eV,4.6
802,6995,Gd5Si3,193,P20003808-5,energy gap,eV,3.8
803,6997,GdSi,62,P20003810-4,energy gap,eV,4.0
804,6998,GdSi1.5,191,P20003811-5,energy gap,eV,3.3
805,7002,Zn17Gd2,194,P20007922-6,energy gap,eV,2.8
806,7003,Zn22Gd3,141,P20007923-6,energy gap,eV,2.1
807,7004,Zn2Gd,74,P20007924-5,energy gap,eV,2.8
808,7005,Zn3Gd,62,P20007925-6,energy gap,eV,3.3
809,7008,Mn12Ge5,155,P20007928-6,energy gap,eV,4.0
810,7012,Nb0.9Ge0.1,229,P20007932-6,energy gap,eV,3.8
811,7014,Nb5Ge3,140,P20003412-4,energy gap,eV,3.9
812,7030,Hf9Ni11,87,P20007946-6,energy gap,eV,3.1
813,7040,Hf3Si2,127,P20007954-6,energy gap,eV,3.5
814,7043,HfSi2,63,P20007957-5,energy gap,eV,3.4
815,7048,Hg0.10Sn0.90,191,P20003055-6,energy gap,eV,4.2
816,7052,LuD2,225,P20007965-6,energy gap,eV,4.5
817,7055,NbH0.89,21,P20007968-3,energy gap,eV,3.9
818,7058,[H2O2][H2O]2,15,P20007971-6,energy gap,eV,4.6
819,7060,[H2O2],92,P20007972-5,energy gap,eV,3.9
820,7062,PrH2.1,225,P20007974-6,energy gap,eV,4.6
821,7067,K8In11,167,P20007978-6,energy gap,eV,3.5
822,7068,KIn4,139,P20007979-6,energy gap,eV,3.1
823,7069,Na2In,20,P20007980-5,energy gap,eV,4.0
824,7070,Na7In11.76,137,P20007981-6,energy gap,eV,4.0
825,7074,Nd3In5,63,P20007985-6,energy gap,eV,4.0
826,7075,NdIn,221,P20007986-6,energy gap,eV,4.0
