,phase,predicted bg eV,true bg eV
10126,Ga Rh U,4.058988365115656,4.3
29046,Cd Li Pb,4.522350470486193,3.6
19610,C H K N Nb O,4.536834847924909,4.5
10667,Bi S Sb Se,4.537413771313109,5.1
39905,Eu H Li Sr,4.534229944411796,4.8
10590,Pr Sn Y,4.065717359938177,3.8
13810,Ga H Li O P,4.536834847924909,4.8
547,Au Ce,4.058988365115656,4.0
21705,Ho Ni Pb,4.522350470486193,4.0
33780,Ga La O S Sr,4.527973359357233,5.2
24414,Al H O Rb S,4.559706726132433,5.6
202,Rh Te,4.595639133984711,4.7
18812,Al Li O P Ta,4.527973359357233,4.1
31430,C Cd H I N,4.527973359357233,5.4
33067,Br Lu Na,5.8384932078747855,5.7
27510,La O Ru Zn,4.5120876897646145,3.8
35470,H Ni O S Y,4.527973359357233,4.3
21176,Cd La Ru,4.065746835805662,4.5
6073,As Ni Si,4.062215674286633,3.1
11910,Mo Na O Sm,4.527973359357233,4.7
10192,Ir La Sn,4.062519526634685,4.4
19233,B H Li Mn Rb,4.526731400687629,4.6
336,Al Ce,4.058988365115656,4.8
25296,Co F Li Ti,5.578612463882035,6.4
15192,Br P Sn,5.679905718317596,4.9
23572,Al Ca Cu H O Si,4.070952364673849,4.4
27635,Eu O Sb Sr,4.537413771313109,4.1
14072,Al Fe Pr Si,4.058988365115656,3.0
18138,Gd O Rh,4.508586004113071,3.7
32746,Cs Na O V,4.527973359357233,4.7
4443,La Nd S,4.527973359357233,3.6
13905,B Na Se,4.527973359357233,5.0
10617,N Se U,4.496373013391072,4.5
29568,Bi O Pb Rh,4.537413771313109,4.4
24764,Ba O Tb V,4.5120876897646145,4.1
40330,B Ba Ga S,4.0831358795283625,4.3
18957,Co Li Mn Na O,4.058988365115656,3.6
9784,Au Li Mg,4.058988365115656,3.4
36764,Eu Nb O Pb,4.527973359357233,5.3
21439,Ba Bi Ir O,4.498760430791357,5.1
10876,Br Ru,5.869457993868984,6.6
3215,Au Cl,5.683764199993599,5.7
40279,Fe Mn Na O S,4.06742120315482,4.4
20855,C Cr Cu Hg O Sr,4.058988365115656,4.3
15122,C Eu Li N Sr,4.062519526634685,4.5
9943,Co Cr Mn S,4.06742120315482,4.8
14330,Bi K P Se,4.526994101303023,5.2
4071,B Gd Mo,4.058988365115656,3.2
20497,C I O Os,5.318740920164389,5.7
34504,Ga O Sc,4.505358694942094,4.6
8839,Ba Eu O Re,4.527973359357233,4.2
37712,B Fe Mg O Ti,4.06742120315482,4.4
23855,Cs Se Yb,4.496373013391072,4.9
27951,Ba Dy O Ti,4.527973359357233,4.4
21850,C H Mg O Pb Si,4.536834847924909,5.1
22528,Rb S Y,4.496373013391072,4.8
38138,Cl F O P,5.403818333477103,5.9
239,Ca Sb,4.065717359938177,4.6
35053,Cr Mg O Sb,4.527973359357233,3.4
18399,Br Cl H Ir N Re,5.136856176049644,5.4
33265,Br C In O Re,4.911555565411469,4.9
36069,C F Gd H O,4.982053861897558,4.8
2754,Cs F Sb,5.679749442122709,6.3
2304,F Pr Rb,5.935916440657386,6.5
6949,As Mn Mo,4.062215674286633,2.9
32249,H Na O Sn,4.527973359357233,4.1
17591,In Ir Tb,4.062215674286633,4.0
19342,Ba Cr Nb O Sr,4.074150197977342,4.6
26762,Cl H N Sn,5.65633156416826,5.6
27110,Cr H Np O,4.536834847924909,4.8
5187,Mg Pt,4.062215674286633,4.9
31894,Cu O Se V,4.537413771313109,5.0
22162,H Re,4.065717359938177,4.5
17896,H Li Np O Si,4.074150197977342,3.6
38053,Fe Ho Sb,4.522350470486193,3.8
22040,Bi Cl O P,5.287562996884374,5.5
18178,Co Ge H Mo Na O,4.534461084299648,3.7
40437,Dy Fe P,4.522350470486193,2.9
14311,Fe Si Yb,4.058988365115656,4.0
8566,Mn O Pb Re,4.537413771313109,4.6
36382,Cl Mo O Yb,5.216606471051572,4.3
2221,B In O,4.527973359357233,5.6
10252,Ca N P,4.528838195428608,4.4
6636,B Ba Cl O,5.126823544396498,4.4
19266,Al Br H O Zn,5.172404817044496,4.7
6805,C F Na O Sb,5.025590258785812,5.8
36180,Cu In Sc,4.058988365115656,4.2
6070,Cd Eu Mo O,4.074179673844825,4.8
25112,Ca H Li O P,4.536834847924909,4.5
921,Ni O Sb,4.537413771313109,4.7
33051,Ce Cl H O Rb,5.146031337951756,6.4
17381,Cs O Te U,4.803165881822041,4.3
25124,F O S,5.54019203770449,5.4
170,Hg Rh,4.062215674286633,2.8
28968,Bi O W Yb,4.5120876897646145,4.1
2443,Cl Cs Te,5.954316592074251,6.3
34100,Ag Ca P,4.522350470486193,4.1
3539,Ga Np,4.058988365115656,3.7
32723,H Mo N O Rb,4.526994101303023,4.0
34190,H K Li Nb O,4.081432036311719,4.6
26350,Ba Eu Ir O Ru,4.07768135949637,4.0
15541,Ba Nd O P U,4.527973359357233,4.7
20119,Ca Ir,4.065717359938177,4.7
13867,K La Mn O,4.07768135949637,3.9
3856,C U V,4.058988365115656,4.3
18020,Cl Cu Er O Se,4.846571171874356,4.1
17429,Bi Cr O Ta,4.527973359357233,4.1
24090,H K O P U,4.527973359357233,5.5
11196,Bi Br Zr,5.65880394227193,5.4
25855,H K Li N O S,4.081432036311719,5.1
4480,Ga In O Sn,4.527973359357233,4.9
20359,As O Tb,4.508586004113071,4.6
26072,Co Cu Se Tl,4.527973359357233,3.8
825,Cu Sn Ti,4.058988365115656,4.0
23316,Na O Ru Sr,4.5120876897646145,4.6
18689,As Br Cs O V,5.0247672509825705,4.6
37633,Li Mg O Sn,4.527973359357233,4.4
15631,Al H O Rb Si,4.559706726132433,5.0
25198,Ce Cu Ho O Pb Sr,4.074150197977342,3.4
1932,Cr Ni W,4.058988365115656,3.3
18620,Al H Mo O Y,4.536834847924909,4.9
7243,F Na O Rb W Y,4.955235884016949,5.5
1163,Cl Er Rb,5.869457993868984,6.2
13151,Mo O P Rb,4.537413771313109,4.9
13421,K Mo O Sn,4.527973359357233,3.5
18015,Ba H O Si W,4.554813085921378,5.2
6378,O Pr Sb,4.522350470486193,5.4
19672,H Na O U,4.527973359357233,5.2
40284,Eu Mg Na O V Y,4.074150197977342,4.1
14350,Cu Dy Sb,4.522350470486193,3.8
26539,Ge H Na O U W,4.536834847924909,4.9
23176,Co Er Fe H,4.06742120315482,3.8
17071,B Ba Gd In O,4.0747030414892,4.5
33117,Br H K O,5.627811267943844,5.9
38909,Hf Te Tl Zr,4.5930734732609615,5.5
25602,Al Ce In Ni,4.058988365115656,3.6
33857,La O Rb,4.5120876897646145,4.9
25678,Ba Cl Cs Fe Zr,5.018004895147305,6.1
17859,Cl O Se Zn,5.249915989553841,5.7
35662,C Fe K N O,4.058988365115656,4.7
26831,Fe Na Ni O,4.070952364673849,3.8
32069,Al As Ca,4.058988365115656,3.7
3695,Ag Dy S,4.527973359357233,4.0
20919,Ge H Na O Pb,4.536834847924909,5.2
22899,Al B Mg N,4.058988365115656,1.8
18107,Fe O Pr,4.505358694942094,3.9
31745,Al O Sr Ta,4.505358694942094,5.1
14635,Al Ca Cl K Na O Si,5.126823544396498,5.3
11995,Cr Ge Na O Yb,4.06742120315482,4.5
4058,B Hf W,4.058988365115656,4.0
12474,Ba S Yb,4.496373013391072,4.0
7327,Lu O Sc Y,4.508586004113071,5.1
15173,Al C N Ti,4.528838195428608,3.1
18387,B Cl O Rb S,5.131878158991592,5.1
15199,Gd Ge Nb,4.062215674286633,3.4
16979,B Mg O Sm Sr Y,4.527973359357233,4.6
26578,Ce Ge Mg S,4.074150197977342,2.9
7430,Co H N O,4.55660117805618,5.5
24147,H Hg O P,4.527973359357233,5.5
32380,K O S Sr,4.537413771313109,5.3
21401,Eu Ir Mg O,4.074150197977342,4.0
6889,H In O Rb S,4.527973359357233,3.6
2993,Hf O W,4.508586004113071,5.3
13491,Hg O Ta,4.508586004113071,4.8
7059,Ba Hf O Ta,4.527973359357233,4.0
31720,Fe O Se Tl,4.537413771313109,4.6
17317,Ga Mn Si Tb,4.058988365115656,3.0
20917,B Ga Nd O,4.06742120315482,4.7
2787,F K Yb,5.978901684996718,6.4
403,F Xe,5.769377733004637,6.5
28530,B Ca Ni,4.062519526634685,3.1
4492,K Mo Nd O,4.074150197977342,4.7
31701,Ba Fe O Ti W,4.527973359357233,4.5
22204,Gd N Se,4.534461084299648,4.6
8782,Dy Fe H Ti,4.527973359357233,3.6
235,B S,4.489644018568552,4.5
19407,B O S Sm,4.537413771313109,4.7
13072,Cu Er Rb S,4.06742120315482,4.1
23563,Ge Mg S,4.527973359357233,4.7
30619,H K N Zn,4.522350470486193,4.7
23510,Ge H Na O Pr,4.536834847924909,4.6
4432,In Pb Tl,4.062215674286633,3.9
5773,Cr Fe Rh S,4.06742120315482,4.7
15449,C Co H Ir N O,4.527973359357233,4.9
24832,Ag La Pb,4.522350470486193,4.5
23019,Al C Co Ge Nd,4.058988365115656,3.4
31483,Mo O Sb Zn,4.537413771313109,4.7
8754,Co Er Sm,4.058988365115656,3.7
16741,Ca Fe O Rh,4.527973359357233,3.8
29326,Ba Cu Hg O Sm,4.074150197977342,3.8
6813,Ga La O S,4.527973359357233,5.0
23428,Cl Zr,5.869457993868984,6.4
6843,Ce Li P,4.522350470486193,4.6
25097,Ag Cr P Se,4.526994101303023,4.9
37256,Ca Cl Cu Nd O Sr,4.902287042068769,4.8
8006,Hf Ho O Sb,4.527973359357233,4.2
13924,Cl Co H Hg N,4.926459154094766,5.5
15363,Ce Mn O P,4.527973359357233,3.5
36431,Ba Gd O Zr,4.527973359357233,2.9
10948,Ba Cl Ir Nb O,4.978639742838111,4.9
5333,Co Ga Gd,4.058988365115656,3.8
33801,C F Mn N O S,4.909049397904035,5.0
29027,H K N S Sn Zn,4.526994101303023,4.5
6930,Be Co F H N O,5.126823544396498,5.0
19911,La Na Nb O Ti,4.07768135949637,3.6
38880,H Hf Na O P W,4.074150197977342,4.6
27784,Ba Er O Zr,4.527973359357233,4.9
5445,As Ga In Se,4.070648512325796,4.9
35141,Nd P Si,4.065717359938177,4.3
10964,Cd Hf Ho Nb O,4.062215674286633,3.1
31714,Al O Rb S,4.509147902164427,4.9
20800,Co Mn O Sr Y,4.527973359357233,4.4
21393,Ag As Gd,4.058988365115656,4.0
22113,Ga Si Tb,4.058988365115656,3.8
31278,Ba O Pr Sn Ti,4.5120876897646145,4.4
19943,La O S Ti Zr,4.537413771313109,4.1
4618,Ca K O P,4.527973359357233,4.8
28590,Bi Eu N O,4.526994101303023,5.4
2005,Mn O Te,4.803165881822041,5.8
33838,In O Sr,4.508586004113071,4.5
1565,Nd Te,4.595639133984711,5.3
16745,Cu O V Zn,4.505358694942094,4.6
18059,H Ni O S Tl,4.527973359357233,3.8
34482,O Sm W Zr,4.065717359938177,4.7
6028,Al Ca Nd S,4.070952364673849,4.7
7805,Li O Sb Zn,4.537413771313109,4.3
19538,F H O V,5.653717762207406,6.0
26504,Mn O Sr Te,4.509147902164427,4.8
20960,Ag B C F H N,4.06742120315482,4.9
11396,Er O Rb S W,4.512375211335404,4.9
38819,C La Li N,4.062519526634685,4.7
35361,Cl Cs Li U,5.721555323802529,4.6
13827,Ag H Ni O P,4.536834847924909,4.6
15172,As Ce O Ru,4.527973359357233,3.7
31257,Ca Ge Ni O V,4.074150197977342,3.9
1040,Ba Nd O,4.527973359357233,4.5
29092,Ag As H O,4.534461084299648,5.1
31950,Br C La Lu,5.471510169752224,4.9
10304,Bi Ir Te,4.793725469866164,4.5
36073,Co La Mn O Pd,4.070952364673849,4.0
13321,Au C N,4.528838195428608,3.7
21483,B Fe Ru Zr,4.058988365115656,3.3
4352,Cr S Sb,4.537413771313109,4.3
37222,Er Na O P Pb,4.527973359357233,5.2
36228,O Pb Si Ti W Zr,4.065717359938177,4.8
22466,Lu O Sr Ti,4.508586004113071,3.7
7749,C Cl O,5.657538890569516,5.8
25945,C Cd O,4.527973359357233,4.8
6754,Li O Th V,4.508586004113071,3.7
21184,Al H N Na O Si,4.553996274543067,5.3
9491,K S V,4.496373013391072,4.6
17123,Hf Sb Sm,4.062215674286633,4.4
13261,F H N O S,5.266038768186401,5.7
1042,Ba O Ti,4.5120876897646145,5.0
38538,Nd O Pt Zn,4.5120876897646145,3.9
2455,Cl Ga K,5.773828047789872,6.5
30376,Bi Eu Na O W,4.07768135949637,4.7
31888,Cl Cs Pb Ta,5.704828476175234,6.8
34408,H O Se Te Tl,4.537413771313109,4.9
17081,B Ba In La O,4.0747030414892,4.7
30468,C H N O Pu U,4.55660117805618,5.6
36346,Ce O Sc,4.5120876897646145,3.8
17073,B Ba In O Sm,4.0831358795283625,4.5
18547,As H K Mo O,4.526731400687629,4.4
24648,Cl Nd O W,5.210465679282026,5.0
26949,Al Cl Nb,5.668862978049122,6.0
3761,Mo Si Zr,4.058988365115656,3.2
10173,Dy Ni Sm,4.062215674286633,3.5
31163,Cl O W Yb,5.293903891651373,5.1
12031,Mg O Sr W Y,4.508586004113071,4.5
7005,Br La O Y,5.206695636332849,3.5
22858,Cr Er Mn O,4.06742120315482,4.3
17779,O Pr Ti Zr,4.065717359938177,4.4
1031,Au Sb Sn,4.058988365115656,3.0
2057,Be F Rb,5.709061374311116,6.6
22913,Be Fe H Mn O P,4.527973359357233,4.4
31432,C F H N Sb,5.164239109776255,6.2
31003,Ba Te Th,4.5930734732609615,6.3
8274,Er H Na O Re,4.536834847924909,4.9
40084,Co Cu O Pr Sr,4.527973359357233,5.1
29609,As Na O U,4.527973359357233,3.9
16802,Ag Ba O P,4.527973359357233,4.6
30112,H Ir N O Pd,4.526994101303023,3.9
3604,Cr Mn S,4.527973359357233,4.2
12535,Er Fe Gd O,4.070648512325796,4.2
32129,Rb S Zn,4.496373013391072,3.7
36855,Dy Gd Zn,4.062215674286633,3.2
30006,Ge H N O U,4.55660117805618,4.5
6978,Mn Mo O W,4.527973359357233,3.6
38377,Al Cl Eu,5.6794459244660365,5.8
33351,Br La N S,5.209426283770146,4.4
17437,Br Cl F Sm Sr,5.237159268808756,4.9
24806,F Fe Ni O Ta,4.696213282832887,4.4
3878,Cd Sb Te,4.800213194808578,5.3
7594,Al Eu Ga O,4.070952364673849,4.7
16586,Al Nb Tb,4.058988365115656,3.6
8297,As Bi O Zn,4.537413771313109,5.5
11881,Cd H Mg O Sn,4.536834847924909,5.4
28931,H Li Na O Si,4.074150197977342,3.6
13395,Cs H O S V,4.562311629645546,4.7
38045,Gd Mn O Rh,4.527973359357233,3.9
37659,C Fe H O Os,4.527973359357233,4.7
4591,Li O P Sc,4.537413771313109,5.0
5537,Mg Sn Sr,4.062215674286633,3.5
26158,Al F O P Sr,5.099959918376167,5.3
39327,Eu Ge Pb Sr,4.528838195428608,4.1
34166,H Li O W,4.527973359357233,4.2
19944,Fe Ni O Sr,4.527973359357233,4.7
10094,Dy Ga Pt,4.062215674286633,4.3
8018,Cr Cs Dy Mo O,4.0747030414892,3.9
3938,Al Hf Ni,4.058988365115656,3.7
22336,Bi La O Sb Zn,4.527973359357233,5.0
8994,Fe Mo O Ti,4.527973359357233,3.3
7333,Fe H O,4.552208182408266,4.1
26501,Ge H K Na O W,4.534229944411796,3.4
19053,Ba F In Mn S,4.975291506062292,5.2
1523,As Ti,4.062215674286633,4.3
39653,Al Fe O Sr Y,4.527973359357233,4.1
18485,Ca Fe O Sb Sr,4.527973359357233,4.8
39144,Cd Ge Tm,4.062215674286633,4.1
24702,Fe O Y Zn,4.505358694942094,3.9
23846,Ca Cl Cu O Te,5.018827902950545,5.3
2305,F Pr Sr,5.883190948505759,4.2
2528,F Na V,5.933893154768192,6.0
1041,Ba O Sr,4.5120876897646145,6.4
32157,H Hg I N S,5.126823544396498,5.6
12214,Au Cs I,5.126823544396498,5.9
11703,Al Se Sm,4.489644018568552,4.7
35106,C Hg N S,4.526994101303023,4.1
24383,Cu Dy Ge O Si,4.06742120315482,4.7
23580,Br Cs Y,6.003906781937146,5.8
39773,Ba H Na O W,4.536834847924909,4.6
2436,Cl Cs I,5.606155142513723,5.5
28188,La Mo Ni O Sr,4.074150197977342,5.3
23655,B H O Tb,4.559706726132433,4.8
19804,Ba Eu In La O,4.069248521457205,5.1
32638,Cl N S Zr,5.293087767128053,5.9
7486,Fe Mn O Sr,4.527973359357233,4.5
26648,Al Fe H Mn O P,4.527973359357233,3.6
7330,Cu Li Nd O,4.06742120315482,4.1
21092,Bi Cu Fe S,4.074150197977342,4.4
13501,Cl H N O S,5.266038768186401,5.8
16967,B Ni O Sm Sr Y,4.527973359357233,4.6
28095,Co Dy Fe O,4.06742120315482,3.7
5326,Ce Ga Ni,4.065717359938177,4.8
30298,Pb Pt Tb,4.062215674286633,3.5
941,Ag Al Sm,4.058988365115656,3.2
14090,F Fe Na Sr Zn,4.858355885894875,6.2
9743,Dy Ir Si,4.062215674286633,4.4
31993,I La Si,5.8403252688456,5.7
38970,N Na O U,4.527973359357233,4.8
25976,Cu Ho O,4.527973359357233,4.2
35752,C F H Lu O S,5.047698248894479,5.2
17806,F O Rh,5.6870801491603435,6.5
8728,Cr Li S,4.527973359357233,4.0
29176,C Ce Mo,4.058988365115656,3.0
28189,Cr Na Te,4.793725469866164,5.2
18517,Cr Cu Mn Nd O,4.058988365115656,3.4
4829,In Mo Na O,4.070648512325796,4.5
2894,Br Th,5.919145835116641,6.0
195,Ni V,4.058988365115656,3.4
17025,B La Ni O Sc Sr,4.070952364673849,4.4
33411,Cu I P,5.65171648832138,5.2
33194,C H O P Re,4.562311629645546,4.6
32870,Al Br Sm,5.668862978049122,5.7
11458,Li Na Nb O,4.074179673844825,4.5
30965,Ba Ge Ir Se,4.074150197977342,4.3
34501,Pt Y Zn,4.058988365115656,3.3
19218,F O Rb V,5.284912061737187,6.3
32229,B Br Gd,5.668862978049122,6.3
9185,Co Si,4.058988365115656,4.1
38293,La Pb Sn,4.065717359938177,3.8
32541,Cs Li O Pb,4.527973359357233,4.8
4283,B Ho Sc,4.058988365115656,4.1
38737,Ce Hf O Y Zr,4.527973359357233,4.3
7274,H Nd O P S,4.527973359357233,5.1
31207,Ge In Ru Tb,4.062215674286633,4.0
37274,Be F K Li,5.6129599877650875,6.1
15968,B H Mg Rb,4.534229944411796,4.6
22253,N Na Rb W,4.069248521457205,4.2
21056,K Mo O W,4.527973359357233,4.1
6368,Bi Nb O Sb,4.527973359357233,5.1
17873,Br Co H N,5.203475331682064,4.9
37388,Al Ni Rh U,4.058988365115656,3.6
28583,Dy F K Tb,5.593316179075138,6.0
24240,Nd Pb S Sn,4.534461084299648,4.4
25312,Ba F Mn Na,5.602198165048485,6.6
23277,Pt Sb Sr,4.058988365115656,3.7
20658,H Na Np O P,4.07768135949637,4.7
15671,Ca H Nb O W,4.536834847924909,3.4
33214,B Cl O Pr,5.582554356358536,5.0
3238,B Tc,4.058988365115656,2.8
16766,Gd O Pd,4.508586004113071,4.7
35243,Ca Cd Co Na O V,4.065717359938177,3.6
735,Bi O Sn,4.51498981838962,5.9
24042,La Nb O Si Ti,4.527973359357233,4.0
13920,H N O S U,4.534461084299648,5.3
5412,Pd Ru Se,4.527973359357233,4.3
17901,H Mn Mo N O Sb,4.065717359938177,4.5
35990,Cr H Hf O,4.536834847924909,4.7
37675,H K N O Sm,4.526994101303023,4.6
4267,Al Fe Pr,4.058988365115656,3.7
11586,Al Ge O Tb,4.534461084299648,5.1
2156,I O Sb,5.667693568591723,5.7
19926,Al O P Rb,4.537413771313109,5.0
29730,As Co Fe Li,4.062215674286633,3.7
30684,Ga H O,4.552208182408266,4.5
21583,Ba Fe O Pb Sn,4.527973359357233,4.0
23031,In Na S Sn,4.527973359357233,3.7
36581,Cs F K Pr,5.593316179075138,3.7
20788,Er O Ru Sr,4.508586004113071,3.0
18455,As Cu Hg S,4.070648512325796,4.2
36530,N Nb Nd O,4.074150197977342,4.6
18583,Ag Au F,5.126823544396498,6.8
32911,Ba I Th,5.679749442122709,5.0
8825,Ba O Re Sr Yb,4.5120876897646145,3.8
19652,Cu Li O V,4.527973359357233,4.7
8993,Ni O Se,4.537413771313109,4.7
3195,Ag Th,4.058988365115656,3.3
36365,La Li Mo O Ti,4.074150197977342,3.9
7231,Au Si,4.058988365115656,2.8
30723,Al Ce La Pd,4.058988365115656,3.2
22053,Co O Pb Te V,4.537413771313109,4.4
15389,Cl H N Pt Re,5.291284245951227,4.9
20944,Be I,5.693823235770794,6.3
30456,C H N Ni O Ru,4.5464977308189,4.2
2028,Ag Br Cs,5.699002338533921,5.8
29674,Co H Na O V W,4.536834847924909,4.7
3008,Lu S Sr,4.492871327739529,4.2
34305,F Fe Mg Mn O P,4.754959847085874,4.7
1744,Hf O Sr,4.508586004113071,5.1
36942,Dy Ge Ni S,4.070648512325796,4.3
8271,Na O P V,4.537413771313109,5.3
15231,Li O P Yb,4.537413771313109,4.9
3717,Al Be Fe,4.058988365115656,4.1
34326,Pr Rh Zn,4.065717359938177,3.1
40532,F H Li O Th,5.23722765163021,6.9
18139,Bi Er O Rh,4.527973359357233,4.8
14552,Al Ca Fe H O Pb Si,4.070952364673849,4.7
6373,O P Ta,4.065717359938177,5.2
21987,Al Fe Mg O Si,4.06742120315482,5.2
23623,Cd Cs Sn,4.077930350660176,4.2
22788,Cu Ni Si Sm,4.058988365115656,3.4
31499,Ce Cu Hg O Pb Sm Sr,4.074150197977342,3.9
33682,Cs Gd S,4.527973359357233,4.8
28434,La Mn Mo O Sr,4.074150197977342,4.4
357,Br Te,5.747757359824067,5.9
12137,Fe Gd Nd O,4.06742120315482,4.1
35759,C F H O S Tm,5.047698248894479,5.0
30955,In K O Te,4.527973359357233,5.3
3203,As Mg,4.062215674286633,5.6
33877,Ba In La O W,4.074150197977342,2.9
3136,Gd Sn Te,4.800213194808578,4.9
18768,Lu Pd Zn,4.062215674286633,3.5
30959,Cu Rb S Sb,4.527973359357233,5.3
7621,As H In O,4.539736976549915,4.6
18424,Be N P,4.528838195428608,4.3
33022,C I N Y,5.5866012862662044,6.8
13592,Ba Na O Ta V,4.527973359357233,3.4
19879,Ga Ge La,4.058988365115656,4.3
15441,H N O Si U,4.534461084299648,4.8
15934,Ba Cu H O P,4.527973359357233,5.2
34710,O P Sm Sr Zr,4.065717359938177,4.8
35138,Al H O P Rb V,4.562311629645546,4.7
8323,As S Zr,4.492871327739529,3.1
28045,H La Mg Mn Ni,4.069248521457205,4.1
23099,Co Fe Mn Na Ni O Ti,4.058988365115656,4.0
24102,Cs H O V,4.552208182408266,4.7
35830,C H K O Y,4.536834847924909,4.1
14376,Bi Pd Sb Te,4.526994101303023,5.0
1830,Al Cr Tb,4.058988365115656,3.3
39796,Al Bi Ga Na O Ti,4.4911443573715095,4.0
32298,As Cl O,5.64747985479232,6.0
25918,C Cd H I N S,4.527973359357233,5.1
4166,Dy N,4.077930350660176,4.8
10100,Gd Ge Pt,4.062215674286633,4.2
15784,Ce Ge Mn Sm,4.065717359938177,3.7
23853,Bi Ca Fe O Sr,4.07768135949637,3.8
1762,La O Ru,4.5120876897646145,4.2
15743,Br Sb Se,5.504381761105598,5.5
31319,Ca Ge La O,4.074150197977342,4.8
15033,Ge I P,5.65171648832138,4.8
2021,O Tl W,4.065717359938177,4.1
35201,Ge Na Nb O,4.074179673844825,4.6
16141,Mg Ru Sm,4.062215674286633,4.4
31417,Li O Pb Pd,4.537413771313109,4.8
14480,Ca Cu Eu Nb O Sr,4.065717359938177,3.0
27165,Li O Pr,4.508586004113071,4.8
20460,Al Ca H O S,4.527973359357233,1.5
2166,Mo O V,4.505358694942094,5.0
38558,Nb Ni Ti,4.058988365115656,2.9
10747,Al Cr Mo Si,4.058988365115656,3.4
40588,Cd I Rb,5.699002338533921,5.0
296,Al La,4.062519526634685,4.5
10680,Ag S Sb Se,4.537413771313109,5.5
33708,Cd Mg Nb O Pb,4.070648512325796,4.4
6352,Cs O P U,4.537413771313109,4.8
6268,K O Sc W,4.5120876897646145,5.1
16642,H I O Y,5.5866012862662044,5.5
10177,Ho Ni Sm,4.062215674286633,3.1
22806,Ca Cu Mg O P,4.074150197977342,5.0
27210,Ge Tb Zn,4.062215674286633,3.5
738,Bi S Sn,4.499275142016078,5.4
15673,Ca H O Ta W,4.552208182408266,3.6
30872,Co Ga Pr S,4.06742120315482,4.1
10271,Hg P Sn,4.062215674286633,4.8
3427,Lu Si,4.062215674286633,3.9
2407,Br Li,5.935028113829389,5.8
9815,P S Yb,4.492871327739529,4.6
17629,Li O Os,4.508586004113071,4.3
35156,Ba O Sb Ta,4.537413771313109,4.3
29933,Fe La Mn Ni O Sr,4.062519526634685,3.8
33017,Cd Cl Li,5.6654617973488595,4.3
6353,O P Rb U,4.065717359938177,5.0
31785,Eu Ge Na P,4.065717359938177,3.6
31551,F H N O P Zr,5.178148151425575,4.8
7337,Ca Nd O Si,4.527973359357233,4.6
34083,Co Cs F O W,5.126823544396498,4.4
13431,Cu K P Se,4.526994101303023,5.3
40549,K Li S,4.527973359357233,4.7
35009,O Sc Tm,4.065717359938177,4.9
36156,F Li Lu Na,5.788569984869634,5.9
37311,K O Rb W,4.5120876897646145,5.1
8155,H N O S Tb,4.534461084299648,5.2
27394,Nd O Si V Zn,4.51498981838962,5.4
4191,Ga Mo Si,4.058988365115656,3.2
33274,B N O Sr,4.534461084299648,3.9
5014,B O Sc,4.505358694942094,5.8
38760,B Ce Pr,4.058988365115656,2.9
589,Ba Si,4.065717359938177,4.6
30598,Co H O P Se,4.562311629645546,4.3
26633,Ga Gd Ge Mn O,4.058988365115656,4.6
1678,Ho In,4.062215674286633,3.7
1555,Bi Cu S,4.527973359357233,5.3
9262,Be Er,4.058988365115656,4.5
7950,O Os Tb,4.065717359938177,5.0
27340,Ba Bi Cl Nb O Sr,5.129507345025749,4.4
36870,Na Pr Sn,4.065717359938177,3.1
7993,Ce O Sb Zr,4.537413771313109,4.0
2210,Ba H O,4.552208182408266,5.0
29989,Au Te Y,4.5930734732609615,5.4
4864,Fe H N O,4.55660117805618,5.4
15513,Ca O P U,4.537413771313109,5.2
40386,Cs H Na O P,4.536834847924909,4.3
14613,B Cr Mg,4.058988365115656,4.1
14640,Be H Li,4.526731400687629,4.8
39494,La Mn O P Zr,4.527973359357233,3.2
9593,Ce S Tm,4.496373013391072,4.7
1044,B C Gd,4.058988365115656,4.3
5723,Fe S Yb,4.489644018568552,4.3
24313,In Na Sb,4.522350470486193,4.4
2811,Ho O Sc,4.508586004113071,4.4
8024,Eu Mo O Rb S,4.527973359357233,4.1
7732,Mn O Tm,4.505358694942094,4.3
31598,Bi Ca Dy O,4.07768135949637,3.9
35456,Br Sr Th,5.899506514310486,6.4
39049,Li Mn O Te,4.527973359357233,3.9
15180,Br Mo O Pr,5.321270465691503,5.0
1145,Ce Pt Si,4.065717359938177,4.6
31411,O Sb Se Sr,4.534461084299648,4.3
469,S V,4.062215674286633,4.4
39737,Ba Cu O Pr Ti,4.527973359357233,4.5
32253,As K Sn Sr,4.077930350660176,5.6
19181,Sb Sc Y,4.062215674286633,5.4
27843,C Cu Fe H N Na O,4.06742120315482,3.6
30514,Cs Ge Mg Se,4.074150197977342,5.0
24024,F K N O Sb,5.1239369152311625,6.1
24681,F Hg Nb,5.720551344826557,5.3
12767,Ni O Tc Zn,4.505358694942094,4.7
26455,Cr Na O Ti,4.527973359357233,3.2
20095,Ca Li Sb,4.522350470486193,5.5
7146,Ho O V,4.508586004113071,4.8
28137,La N O V,4.534461084299648,4.1
1965,F Li Sc,5.900742336221762,6.6
40186,C Fe H N O V,4.527973359357233,4.8
31139,Ba Hg S Se,4.527973359357233,3.8
20122,As Co Y,4.062215674286633,3.8
30224,Cl Cs Ho Te,5.706540414817725,5.9
5887,Au Cs Se,4.527973359357233,4.9
2365,Ag O V,4.505358694942094,4.4
